Term DocID TF Positions
studi 4 201 53,119,1672,1787,2255,2294,2329,2452,2804,3016,3130,3225,3673,3960,3981,4353,4390,4516,5777,5903,6167,7378,7397,7450,7776,7817,7956,7979,8307,8433,8496,8516,9701,9731,9776,10171,10175,10310,10351,10591,10608,10885,11593,11616,11620,11829,11892,12474,12668,12682,12836,12873,12934,13064,13106,14193,14289,14497,14607,14890,15183,15330,15338,15369,15399,15422,15442,15454,15479,15527,15563,15943,16282,16802,17055,17338,17656,18167,18259,18490,19087,19222,19287,19416,19440,20447,20916,20939,20969,21020,21106,21468,21646,21927,22017,22049,22275,22298,22336,22381,22648,23002,23043,23128,23163,23459,23497,23645,23941,23977,24194,24237,24254,24434,24577,24738,25207,25233,25487,25497,25549,25775,26122,26240,26252,26310,26356,26391,26421,26533,26625,26636,26725,26777,26974,27051,27094,27165,27206,27242,28584,29386,29429,29585,29688,31145,32112,32134,32286,32681,34123,35331,35712,35740,37158,37570,37672,39067,39397,39984,40064,40096,40136,40451,41377,41588,41631,42089,43154,43741,43802,44214,44237,44295,44477,45079,46656,47047,47117,47160,47172,47702,47830,48135,48146,48222,48254,48312,48496,48526,48662,48668,48671,48687,48707,48734,49018,49254,49487,49717,49836
stun 1 1 945
style 4 1 16780
su 4 1 28141
subdivid 4 1 26312
subgroup 3 2 1621,1942
subir 4 1 15072
subject 1 1 1143
subject 3 4 660,770,2178,2213
subject 4 34 2446,4528,8000,9862,9875,9965,13938,14119,14131,19094,20971,20987,21102,21627,21653,21688,21708,21721,21769,23434,23476,23512,23546,23552,23611,23618,23630,23636,23646,25234,27115,34545,41624,46486
submit 4 1 6251
subscor 4 2 17389,17484
subscrib 4 2 13013,13019
subsequ 1 1 326
subsequ 3 1 295
subsequ 4 7 465,1736,2015,8281,12223,33971,39871
subset 4 1 41711
substanc 4 47 290,389,2863,3209,5724,13249,13279,13376,18855,21579,24026,28115,28138,28191,28201,30193,30256,31877,38702,39007,39029,39625,39636,39762,39852,40118,40140,40183,40221,40266,40318,40351,40540,40577,41065,41103,41132,41136,41206,41349,41374,41388,41441,41466,41955,41968,48209
substanti 4 5 17878,23861,26012,37935,44579
suburban 4 1 25024
success 4 21 2837,5199,7456,8714,10018,11471,13359,16523,21289,26095,26112,33721,35423,37983,38642,40087,41381,41469,42727,44990,49830
succin 3 3 344,376,414
sudden 1 2 61,371
sudden 4 1 49247
suffer 1 2 73,383
suffer 3 1 23
suffer 4 6 13243,19590,20979,39943,46795,48351
suffici 4 2 28186,31156
sugar 4 1 17371
suggest 2 1 420
suggest 3 1 2379
suggest 4 35 66,1564,2500,2665,3682,3815,4289,4315,12232,14103,14483,14975,16150,16950,18694,20940,21477,21693,21775,23942,24937,26727,29526,30501,31147,36683,41023,41873,41893,41913,44953,45800,49262,49574,49821
suicid 4 4 392,10244,39450,48208
sule 4 1 48967
suleiman 4 1 42198
sulfonylurea 2 1 139
sullivan 4 1 34721
sultan 4 1 48304
sum 4 1 25749
summa 4 1 30988
summari 4 3 21027,27959,42700
summer 4 2 45672,45843
sun 3 1 859
sundberg 3 1 1059
sung 4 1 41566
sungai 4 1 48294
superior 4 1 22994
supermarket 4 9 17688,38392,44265,45174,45226,45250,45331,45363,45369
supervis 4 4 9663,13694,13727,13771
supplement 4 1 49775
supplementari 4 1 27618
suppli 4 1 798
support 3 2 76,1095
support 4 70 654,731,2881,3375,4022,4826,4853,4865,4893,4912,4924,4947,4954,4968,5039,5041,5049,5127,5495,5509,5591,6507,7124,7171,7357,11811,12837,13301,13368,13896,14436,16557,17799,18840,19725,21125,21409,22175,24329,28592,28658,30833,30893,30898,30926,30948,31002,31138,31182,31809,32569,34632,35448,35741,37994,41051,43059,43466,43527,43547,43603,43622,44913,44920,48629,48711,48829,48852,48900,49121
surabhi 4 1 1602
surfac 4 1 20162
surg 4 1 27708
surind 4 1 35723
surpris 4 4 10217,11171,33974,47842
surround 4 3 17886,25807,39606
surveil 4 15 7746,7911,10930,23787,32864,32896,32918,32955,33073,38343,40866,45519,45582,45803,45837
survey 3 1 499
survey 4 51 2591,3452,3929,3955,5099,6286,8010,11215,12287,12291,12940,14058,14072,15198,18595,19026,19411,23283,23298,23322,24057,28720,29737,30129,31043,31958,32157,32744,32838,33123,35994,36315,36396,38112,38354,38424,39438,39475,40875,41332,41860,43199,45098,45199,45264,47462,47496,47995,48501,48646,48750
surviv 2 1 33
surviv 3 5 2059,2081,2087,2145,2651
surviv 4 19 2512,10868,10898,10975,10987,11009,11043,11085,11110,15066,15087,15143,15165,15304,15321,20564,20684,20736,48556
survivor 4 4 4985,5024,5071,5479
survivorship 4 3 2532,4852,4874
susan 4 1 28750
suscept 3 1 290
suscept 4 2 4342,36092
suspici 4 1 49658
sustain 4 11 4156,7460,21447,24450,33591,33895,35309,35393,35450,40091,49828
suzann 4 1 44459
svoboda 4 1 8980
swahn 4 1 3886
swb 4 2 32135,32168
switch 3 2 2438,2448
sy 4 1 6593
symbol 4 2 8325,8350
sympathet 3 3 52,1020,1032
symptom 4 11 6159,10345,10393,10475,10490,21692,21774,26219,37084,40884,40974
symptomat 3 5 184,1171,1275,1803,2688
symptomat 4 2 22028,22227
symptomolog 4 1 2875
sync 4 1 29301
syndrom 1 10 18,222,257,262,291,315,918,962,977,1105
syndrom 4 3 26360,45581,49250
synthesi 3 1 241
synthet 4 1 15218
syring 4 3 8412,8619,44881
system 4 67 518,780,1639,3149,7212,7277,7285,7332,7364,7807,8027,8662,8789,8802,8840,8935,9011,9255,9486,9524,9552,9568,9583,9607,12720,18970,20237,21442,22369,22605,23788,24163,25088,25160,26167,26267,27665,28289,28541,28638,28655,29354,30010,30118,30164,30279,30961,30990,31021,31177,32865,32897,32919,32956,34927,35043,35223,40867,41052,41148,41215,42338,46787,47451,49409,49422,49758
systemat 4 7 15687,23035,24031,29752,36786,40738,45575
systol 1 5 118,296,472,801,816
systol 3 2 737,2336
tabl 4 2 15221,24161
tablet 3 3 385,408,430
tablet 4 4 401,9737,9765,9993
tachycardia 1 3 84,422,718
tackl 4 1 35873
tager 4 2 7944,47360
tailor 4 13 9655,9798,26795,26811,26839,26845,26861,26936,26966,26989,27186,27626,38076
take 4 5 13092,23865,25085,40678,46016
takotsubo 1 10 2,12,192,237,246,342,688,896,1066,1158
talent 4 1 31378
talk 4 2 7177,43003
talnan 4 1 48648
tammi 4 1 1369
tandav 4 1 34002
tang 4 1 32628
tank 4 1 28061
tape 4 2 2059,44895
target 3 3 1408,1873,2731
target 4 26 759,4097,5442,10574,16169,19614,21287,22075,22342,23960,26797,26819,27010,31989,32676,33450,34626,37850,38092,45112,45177,49013,49110,49147,49173,49687
tartrat 3 4 325,354,426,1793
task 4 2 28687,33829
tast 4 1 33714
taught 4 1 42439
taxicab 4 3 37552,37578,37718
taylor 4 1 37907
tb 4 22 8727,21156,21215,21224,21244,21248,21315,21332,21347,21357,21390,21593,21603,21623,21667,21674,21696,21777,21902,21913,22025,22552
tbas 4 5 19926,19936,19948,19992,20089
teach 4 6 9257,9336,20346,31272,33631,42243
teacher 4 3 1027,33608,44967
team 4 15 1026,7376,8360,11468,11514,13123,13140,13177,13209,16312,16487,16657,17104,31027,44789
technic 4 4 1100,28216,28571,42582
techniqu 4 11 7866,7905,17108,31320,33442,37140,37411,43680,43785,43841,46567
technolog 4 50 349,4677,7206,7313,8810,8926,8962,9199,25906,25913,26125,26246,26602,27450,27985,28113,28156,29107,29124,29195,29294,29311,29352,29362,29395,29441,29650,30768,30881,30925,30969,31171,31567,34482,35106,35435,36141,37227,41062,41226,41261,45867,46081,46546,48963,49179,49203,49295,49315,49388
teenag 4 1 49217
teeth 4 1 37868
teixeira 4 5 2134,25562,26177,26180,26483
teknolog 4 2 42186,42207
telecardio 4 1 26161
telecardiolog 4 4 26162,26245,26266,26558
telephon 4 8 11638,13005,13012,15971,15976,30135,31019,31174
telephoni 4 1 41233
temperatur 4 2 24855,24897
tempor 4 4 10211,10235,45631,45638
ten 4 4 10662,22294,26632,36757
tenant 4 1 38589
tend 4 1 4067
tendenc 4 1 39876
tender 4 1 3617
tenet 4 1 20750
tentat 4 1 49120
tenur 4 1 33378
teri 4 1 25200
term 2 3 32,146,384
term 3 2 731,1915
term 4 17 13292,13304,18028,20775,21381,24035,24082,27437,28774,29093,30565,35792,40070,40698,43872,46749,46821
terrett 4 1 46360
terrorist 4 1 46380
tertiari 4 2 5914,22080
test 1 1 551
test 4 26 1778,3316,3744,3987,4636,4731,4744,4782,4799,5967,9347,12716,21659,21665,21759,28066,32857,32935,33053,33138,33715,34575,37108,37501,41013,46476
testabl 4 1 12150
testimoni 4 1 46677
texa 4 3 19733,24484,24589
text 4 1 36851
textserv 4 1 29574
textur 4 1 12895
theft 4 1 4008
thehiv 4 1 39062
themat 4 1 2067
themdg 4 1 15176
theme 4 4 31341,44311,44908,49336
theoret 3 1 2510
theoret 4 11 5261,7830,9604,17141,24977,30595,34853,34916,36961,42637,49396
theori 4 3 9791,17158,27181
therapeut 4 1 4895
therapi 1 1 702
therapi 2 5 143,266,321,395,430
therapi 3 3 2043,2166,2439
therapi 4 4 22246,39051,39258,40161
thermal 4 1 7855
thesi 2 2 9,452
thicken 3 1 706
thing 4 2 4239,7015
think 4 1 49410
third 4 1 40332
thoma 4 5 1370,18200,38174,41316,45543
thorp 4 2 23988,32089
thousand 4 5 6407,16333,16368,23297,23314
threat 4 4 20167,24730,38208,38606
threshold 4 5 5186,5284,6730,6754,40008
thrombosi 1 1 514
ti 4 1 44560
tia 4 4 5431,5445,5453,5476
tiffani 4 1 17320
tijuana 4 10 21525,21648,21854,39570,39598,39677,44763,44836,44934,45037
till 4 1 33012
tim 4 1 44781
timber 4 5 24245,24352,24396,24403,24419
time 3 2 1222,1237
time 4 45 312,1425,3759,4617,6396,6497,6825,7081,7840,9040,10169,11497,13224,16362,16376,19023,19655,20411,20519,20577,20581,20639,21073,26013,26133,26214,27233,27531,29017,29336,30853,31890,34241,38829,39513,40715,40756,45580,45704,47189,47299,48484,49656,49665,49796
timelin 4 1 49723
timothi 4 2 4597,21531
tirupati 4 4 24753,24763,24842,24943
titrat 3 1 1866
tm 4 5 1872,1907,1928,1958,2083
tobacco 1 1 397
tobacco 4 6 32582,32634,32679,32771,32792,43990
todkil 4 1 7493
toilet 4 1 23661
toler 3 4 1351,2000,2718,2727
tomato 4 1 45303
tone 3 1 821
tool 4 19 327,6503,7747,8195,15600,15740,22038,23016,25246,27671,30226,31678,33448,35432,35484,35697,37342,46515,47321
tooth 4 1 37774
toothach 4 1 37768
topic 4 14 1060,1954,4992,9392,11227,11985,12162,30349,30367,30498,35567,35638,42691,44871
toronto 4 22 5463,6348,6387,6522,8974,9048,12028,12426,12455,12502,12589,13131,13143,13200,16713,16812,16820,36175,41964,42127,47166,49321
total 3 7 1166,1246,1436,1480,1523,1563,1572
total 4 20 1692,6775,14711,17384,22008,22149,22163,22182,22371,23555,24145,26402,26670,26751,30596,33396,40172,45689,48026,48035
touch 4 2 399,40709
tour 4 1 28585
tourist 4 1 38214
town 4 5 24749,26273,26294,26576,26633
toxic 4 2 6219,24025
traci 4 2 30,2948
track 4 6 702,27582,30249,40619,40740,46741
tract 4 8 10401,10910,14327,17433,17475,41864,47523,47595
trade 4 4 23969,24000,39822,46628
tradit 4 8 6390,18799,19804,19923,19983,28464,33367,43240
traffic 4 3 42568,47220,47281
traffick 4 2 2704,6951
trail 4 1 22980
train 4 58 6651,7165,9661,11239,11281,16497,16582,16598,16643,16675,19939,20064,20087,25919,26010,26029,26034,26062,26078,26341,26383,27109,32550,32760,34098,34165,34326,34601,34813,35321,35367,41722,41731,42902,43418,43462,43519,43580,43637,44033,44103,46230,46244,46255,46270,46300,46342,46385,46398,46406,46422,46509,46517,46550,46566,46575,49615,49771
trait 4 1 11738
trajectori 4 2 39394,39406
transact 4 1 31588
transcrib 4 3 2061,44552,44898
transfer 1 3 67,377,564
transfer 4 2 6267,27926
transform 4 3 5957,31312,32059
transient 1 6 21,218,251,265,294,958
transient 4 1 5428
transit 4 15 8736,8778,8855,8908,16956,46346,46368,46378,46409,46427,46452,46463,46501,46535,48140
translat 4 3 20310,21233,44901
transmiss 4 11 3502,8449,18521,18673,20461,20663,22659,23071,23111,23195,48704
transmit 4 3 3158,3310,25902
transpar 4 1 35599
transplant 3 1 1500
transport 3 1 852
transport 4 5 4139,4162,4180,19957,25159
transthorac 1 4 114,468,745,866
trap 1 1 354
trash 4 2 15763,15814
travel 4 10 21743,38126,38210,38256,38322,38361,38381,38387,38436,44351
treat 3 2 2226,2476
treat 4 12 3307,4688,7053,9752,20575,22346,22361,22376,22432,22444,46745,46755
treatment 3 8 10,180,482,925,1102,1184,1319,1827
treatment 4 68 295,4877,4900,4919,5189,5218,5234,5263,5326,7135,8715,8761,8805,8885,18448,21260,22252,22307,22384,22474,22548,26522,27605,28104,28203,28279,28308,28368,30173,30356,30729,37068,37086,38933,38998,39221,39304,39458,39904,39939,39967,39975,39997,40010,40018,40026,40045,40072,40185,40320,40328,40355,40666,41127,41140,41191,41210,41251,43564,43824,43829,43863,43915,43934,44860,46703,49590,49671
tree 4 1 13533
trend 4 9 10043,17532,25986,40571,44500,45632,45639,49036,49096
trial 3 14 116,122,1109,1150,1421,1742,1746,1754,2146,2155,2197,2427,2469,2647
trial 4 8 8486,16506,16594,16621,16652,16696,22737,40037
trigger 1 2 215,955
trigger 4 1 6157
tripartit 4 1 36119
tripl 4 1 40646
trivial 4 1 18108
troponin 1 1 599
truck 4 2 4421,23518
trucker 4 2 4462,4556
true 4 1 9836
trust 4 12 5078,9637,18880,27827,27854,34364,44963,48631,48715,48833,48867,48949
tt 4 1 11489
tuberculosi 4 9 21189,21279,21514,21592,21945,22254,22291,22348,22418
tuft 4 1 25956
turn 4 2 20806,40669
turner 4 1 17319
twelv 1 3 712,819,847
twelv 4 1 39704
twenti 4 3 9914,35348,36247
twentieth 4 1 20484
tynan 4 1 16726
type 3 2 664,767
type 4 24 3753,8866,10064,15757,17305,17366,19469,22683,22711,25327,32418,39091,40195,40326,43187,43284,43357,45190,46166,47185,47210,47257,47337,48946
typhoid 4 1 38285
typic 1 4 232,287,810,1153
typic 4 3 15427,19585,32339
typolog 4 1 13032
ubc 4 1 7503
ucsd 4 1 39587
ucsf 4 3 29179,34550,34616
ufmg 4 1 25576
uh 4 4 42587,42643,42663,42674
uhin 4 1 42628
uhrc 4 1 31542
uitm 4 6 42188,42214,42262,42297,42408,48164
ultim 2 1 428
ultim 4 2 3554,35971
ultrasound 1 1 1320
umb 4 2 34330,34399
umbil 4 8 5780,5864,5884,5930,5958,5991,6008,6026
unab 4 1 42877
unabl 4 1 28547
unaccept 4 1 15099
unaccompani 4 7 6900,6915,7050,7093,7105,7137,7192
unaccount 4 1 11420
unaccustom 4 1 38541
unadjust 2 1 209
unadjust 4 7 11013,19050,23797,25284,25352,25395,25428
unawar 4 1 4446
unc 4 1 17830
unclear 4 2 13425,28521
under 1 1 922
under 3 1 877
under 4 2 23140,36958
underemploy 4 6 18783,32702,36285,36341,36400,36447
underestim 4 1 4646
undergradu 4 5 42180,42271,42365,42422,42463
underneath 4 1 35597
undernutrit 4 3 2633,35949,36111
underprivileg 4 2 18933,21502
underreport 4 1 23397
underrepres 4 1 43392
underscor 4 2 21097,46387
underserv 4 11 807,845,16698,19776,26820,30504,31250,31428,34292,45513,49794
understand 4 41 1196,1661,3661,3707,4534,5677,6968,7403,8447,10521,11394,11425,12481,12852,13084,15412,16265,16536,18882,19192,19823,20201,20218,20265,20331,20451,22663,25091,26742,33464,33732,34642,36772,36991,37220,37590,38752,42042,43756,44061,44724
understood 4 1 15398
understudi 4 1 1186
undertook 4 1 39616
underutil 4 1 284
underw 4 1 21654
underway 4 1 24239
undi 4 1 32876
undiagnos 4 1 41762
undo 4 1 43753
unemploy 4 6 9860,10408,10484,13522,22821,32701
unend 4 1 45440
unequ 4 4 24992,25070,36966,37067
unev 1 2 171,687
unhealthi 4 3 30077,30184,41131
uni 4 1 23819
unidimension 4 3 19624,26867,26965
uniform 4 1 12090
uninsur 4 1 46872
unintend 4 1 43404
unintent 4 1 47126
uniqu 1 2 198,902
uniqu 4 15 5404,6541,7406,8373,9233,13125,13193,14892,18668,23961,39563,39840,41217,42815,46545
unit 1 1 570
unit 4 21 5475,5911,6242,8226,15434,16110,19608,19720,23363,24551,26107,29607,31231,32104,32657,33555,33917,36763,36807,43447,48987
univari 4 1 13825
univers 2 1 3
univers 4 133 1145,1373,1866,3408,3596,3624,4135,4265,5539,5556,5562,5568,5611,5797,5807,5814,5815,6106,6119,7228,7241,7253,7263,7756,7947,8169,8416,8428,8436,8667,9455,9462,9698,10055,10294,10880,11871,12453,13403,13953,14555,14568,14579,14591,15607,15885,16225,16510,17011,17052,17328,17589,18948,19160,19392,21567,23220,23694,23715,24252,24278,24365,24718,24970,25565,25957,26193,26495,26807,27040,27048,27140,27381,27422,27897,27902,29681,30057,30065,30070,31234,31352,31368,31772,31784,32092,32376,32620,32637,33507,33565,33628,33805,34210,34224,34246,34259,34260,34316,34727,34803,34934,35500,36173,36732,37039,37271,37684,37919,38040,38176,40783,40802,40809,41087,41962,42185,42206,42786,43728,43979,44227,44470,44790,46119,46366,46868,47361,47922,48436,48477,48540,49548
universidad 4 2 2136,25571
unknown 1 1 920
unknown 4 3 24808,28905,29008
unlist 4 3 746,33196,33403
unprotect 4 1 41007
unreal 4 1 35024
unrecogn 4 1 32123
unsaf 4 2 4466,10369
unstabl 4 1 13856
unstructur 4 1 37652
untap 4 1 30945
untreat 4 1 20157
updat 3 1 938
updat 4 4 8968,19649,20578,30737
upstream 4 1 35812
upto 4 1 31731
urban 4 290 27,254,404,505,564,569,611,926,1119,1173,1188,1225,1278,1366,1382,1554,1570,1856,2476,2540,2561,2583,2615,2635,2676,2945,2998,3572,3858,3875,3914,3993,4016,4038,4065,4337,4346,5542,5571,5603,5627,5633,5659,5689,5705,5741,5758,6534,6572,6634,6879,7613,7736,7784,7833,7890,8710,9204,9435,10095,10332,10527,10545,10579,10628,10853,11364,11578,11614,12165,12298,12648,12863,12899,13391,13419,14284,14819,14860,14865,14887,14933,15026,15068,15103,15150,15186,15230,15244,15286,15324,15337,15367,15374,15405,15450,15583,15655,16952,17550,17569,18472,18488,18524,18740,19001,19155,19365,19462,19777,19792,19838,20112,20454,20671,20949,21955,22053,22646,22649,23444,23486,23668,23687,23962,24247,24298,24442,24472,24479,24620,24649,24676,24702,24725,24960,25001,25022,25095,25109,25118,25187,25226,25480,25861,26800,27013,27121,27639,28429,28454,28474,28482,28487,28500,28539,28554,28599,28608,28669,28676,28685,28701,28710,28726,28788,29487,29598,30160,30307,30996,31200,31249,31479,31526,31695,31754,31829,32055,32074,32099,32300,32310,32333,32589,32748,32848,32862,32943,32952,33216,33245,33298,33319,33503,33986,34050,34118,34680,34766,35867,35932,36025,36471,36524,36713,37889,38610,39003,39907,40111,40177,40635,40765,40859,41612,41847,42124,42168,42181,42219,42244,42272,42293,42306,42340,42373,42383,42393,42416,42435,42455,42459,42478,42511,42533,42585,42612,42739,42795,42802,42808,42824,42843,42859,42862,42869,43051,43131,43673,43949,44018,44093,44123,44255,44443,44801,45077,45425,45515,45862,45952,46086,46090,46344,46451,46560,46831,46952,47348,47383,47398,47669,47912,47974,48154,48157,48277,48291,48470,48493,48509,48524,48739,48952,48983,49338,49403,49416,49839
urgent 4 4 21906,25535,25859,45008
urquia 4 1 36487
usa 4 4 8493,43429,43440,43455
usabl 4 3 27630,27696,28065
usag 4 7 28903,29006,29054,29063,31072,31090,33383
use 4 3 29812,29964,45602
user 4 49 4384,8464,8511,9685,9800,13734,15462,18186,18223,18257,20418,21519,21614,25613,25629,27063,27188,28396,28847,28853,29025,29028,29071,29082,29207,29802,31122,31137,35213,38715,39568,39613,40916,41346,41557,41577,41599,41623,41637,41740,41969,41974,42034,42043,42118,42160,48797,48842,48848
usual 4 1 49651
util 3 1 374
util 4 29 626,701,2797,2845,2985,4673,7272,9055,10610,11402,29469,32468,33343,34017,36276,37545,37584,37594,39066,39401,39445,39494,39534,43677,43750,44629,44647,47161,47427
v2 1 7 91,433,627,655,729,833,861
v3 1 7 93,435,629,657,731,835,863
v5 1 5 100,444,636,740,842
v6 1 5 102,446,638,742,844
vacant 4 2 10409,13515
vaccin 4 9 21686,22736,30698,37318,37337,37359,37416,37477,37521
vagin 4 1 41008
valaiti 4 1 27874
valeri 4 1 24269
valerio 1 1 1325
valid 4 7 11662,21115,26779,27467,30178,47510,48318
valium 4 1 22795
valley 4 1 11465
valu 3 1 558
valu 4 7 19806,25396,25413,25429,25443,40241,43998
valuabl 4 4 12644,32035,33447,47320
van 3 1 724
van 4 1 5155
vancouv 4 4 13698,13725,18254,30773
vandal 4 2 4007,14705
vanguri 4 1 33506
varghes 4 1 33997
vari 4 16 176,6994,10988,12252,12389,18031,18123,18413,22679,22708,33139,38830,41899,43270,47333,47953
variabl 2 1 358
variabl 4 41 1299,1751,2830,2902,5950,7789,7859,7878,8241,9063,9146,10502,10921,11069,11669,11817,12740,12750,12766,12800,12826,13487,13685,14937,14943,19016,20573,23229,23264,23345,36344,36405,36419,36829,39251,47179,47533,47601,49042,49101,49137
varianc 4 3 13510,19741,29925
variat 4 4 10864,10894,11106,12803
varieti 4 5 9412,41357,41536,44414,46717
vascular 3 2 835,2774
vasoconstrict 3 1 288
vasodil 3 3 205,1843,2710
vasomotor 1 1 1058
vasospasm 1 1 556
vcop 4 1 27922
vector 4 2 35100,35187
veget 4 4 17566,17612,45297,45328
vehement 4 1 47857
vehicl 4 1 47218
veloc 4 1 24854
vend 4 1 44882
venipunctur 4 1 21661
ventricl 1 3 304,760,807
ventricular 1 3 186,253,670
ventricular 3 5 518,775,1176,1297,1849
ventriculogram 1 1 797
venu 4 3 1887,7633,35546
verbatim 4 2 2062,44899
verifi 4 1 8302
veron 4 1 5376
vers 4 1 12075
versa 4 1 43018
version 4 1 23826
verstappen 4 1 5158
versus 3 2 1596,2315
versus 4 4 12013,22617,25269,36670
vessel 3 1 820
vest 4 1 7605
vhf 4 1 29558
vi 4 1 3604
viabl 4 1 4806
viamont 3 1 1064
vice 4 1 43017
vicin 4 1 46207
victim 4 15 2753,2775,2867,4509,6903,6935,6955,10229,18453,18499,35978,36007,43065,46690,47837
victoria 4 1 18474
vida 4 4 4822,4843,4850,5124
video 4 7 30767,30921,30933,38457,38537,38662,38672
view 1 4 753,767,876,882
view 4 4 11982,18953,19106,31435
